,Date,Time,CO(GT),PT08S1(CO),C6H6(GT),PT08S2(NMHC),NOx(GT),PT08S3(NOx),NO2(GT),PT08S4(NO2),PT08S5(O3),T
1097,2004-04-26,2020-06-11 14:00:00,1.3,942.0,5.4,785.0,86.0,1065.0,77.0,1365.0,571.0,19.7
1098,2004-04-26,2020-06-11 15:00:00,1.4,981.0,6.0,810.0,86.0,1060.0,77.0,1395.0,605.0,20.7
1099,2004-04-26,2020-06-11 16:00:00,1.5,984.0,6.4,832.0,91.0,1034.0,81.0,1410.0,636.0,20.0
1100,2004-04-26,2020-06-11 17:00:00,2.2,1116.0,10.7,1003.0,119.0,864.0,101.0,1625.0,886.0,18.6
1101,2004-04-26,2020-06-11 18:00:00,3.2,1181.0,13.9,1114.0,147.0,787.0,119.0,1685.0,1032.0,18.3
1102,2004-04-26,2020-06-11 19:00:00,3.0,1163.0,12.5,1068.0,135.0,811.0,111.0,1616.0,977.0,17.8
1103,2004-04-26,2020-06-11 20:00:00,2.6,1081.0,9.3,950.0,124.0,907.0,109.0,1496.0,924.0,17.3
1104,2004-04-26,2020-06-11 21:00:00,1.6,1017.0,6.7,842.0,89.0,1000.0,101.0,1441.0,846.0,17.3
1105,2004-04-26,2020-06-11 22:00:00,1.5,966.0,5.3,778.0,79.0,1057.0,89.0,1359.0,755.0,16.4
1106,2004-04-26,2020-06-11 23:00:00,1.2,924.0,4.0,709.0,63.0,1158.0,75.0,1318.0,610.0,16.0
1107,2004-04-27,2020-06-11 00:00:00,0.8,861.0,2.2,601.0,39.0,1351.0,51.0,1225.0,439.0,15.4
1108,2004-04-27,2020-06-11 01:00:00,0.7,826.0,1.7,560.0,25.0,1424.0,39.0,1197.0,402.0,15.7
1109,2004-04-27,2020-06-11 02:00:00,0.5,846.0,1.6,557.0,19.0,1385.0,32.0,1212.0,406.0,15.6
1110,2004-04-27,2020-06-11 03:00:00,0.5,842.0,1.5,545.0,242.18929,1423.0,112.145134,1224.0,424.0,15.2
1111,2004-04-27,2020-06-11 04:00:00,2.1297114,909.0,2.5,617.0,34.0,1236.0,49.0,1302.0,558.0,14.7
1112,2004-04-27,2020-06-11 05:00:00,0.7,930.0,3.3,670.0,58.0,1143.0,68.0,1339.0,746.0,15.5
1113,2004-04-27,2020-06-11 06:00:00,1.4,1120.0,8.9,935.0,112.0,843.0,76.0,1593.0,1126.0,14.4
1114,2004-04-27,2020-06-11 07:00:00,4.1,1518.0,23.4,1389.0,314.0,589.0,122.0,2101.0,1703.0,15.9
1115,2004-04-27,2020-06-11 08:00:00,4.6,1461.0,23.8,1398.0,240.0,630.0,129.0,2050.0,1628.0,18.1
1116,2004-04-27,2020-06-11 09:00:00,1.9,1075.0,7.9,896.0,128.0,938.0,94.0,1487.0,936.0,19.6
1117,2004-04-27,2020-06-11 10:00:00,1.9,1061.0,8.2,908.0,141.0,968.0,99.0,1455.0,890.0,22.8
1118,2004-04-27,2020-06-11 11:00:00,1.7,1066.0,8.8,931.0,118.0,979.0,81.0,1474.0,757.0,24.8
1119,2004-04-27,2020-06-11 12:00:00,2.4,1179.0,14.6,1137.0,132.0,829.0,87.0,1651.0,949.0,27.2
1120,2004-04-27,2020-06-11 13:00:00,3.0,1251.0,18.0,1238.0,150.0,773.0,107.0,1779.0,1109.0,28.2
1121,2004-04-27,2020-06-11 14:00:00,2.0,1120.0,12.0,1048.0,121.0,898.0,95.0,1560.0,870.0,25.4
1122,2004-04-27,2020-06-11 15:00:00,2.7,1187.0,14.8,1142.0,149.0,840.0,110.0,1651.0,1011.0,25.7
1123,2004-04-27,2020-06-11 16:00:00,2.2,1145.0,12.5,1066.0,120.0,903.0,99.0,1592.0,885.0,27.2
1124,2004-04-27,2020-06-11 17:00:00,2.9,1215.0,15.5,1164.0,155.0,817.0,113.0,1689.0,1015.0,27.0
1125,2004-04-27,2020-06-11 18:00:00,3.4,1317.0,17.7,1231.0,172.0,766.0,127.0,1798.0,1155.0,24.5
1126,2004-04-27,2020-06-11 19:00:00,3.9,1388.0,21.6,1341.0,177.0,702.0,131.0,1955.0,1315.0,23.7
1127,2004-04-27,2020-06-11 20:00:00,3.6,1295.0,18.9,1266.0,181.0,716.0,137.0,1849.0,1359.0,21.5
1128,2004-04-27,2020-06-11 21:00:00,2.5,1153.0,12.5,1066.0,135.0,811.0,122.0,1651.0,1194.0,19.9
1129,2004-04-27,2020-06-11 22:00:00,1.8,1078.0,8.8,932.0,99.0,905.0,100.0,1511.0,951.0,18.9
1130,2004-04-27,2020-06-11 23:00:00,2.0,1133.0,10.9,1012.0,111.0,806.0,108.0,1608.0,1054.0,17.9
1131,2004-04-28,2020-06-11 00:00:00,1.3,1055.0,8.0,899.0,72.0,880.0,83.0,1504.0,980.0,17.4
1132,2004-04-28,2020-06-11 01:00:00,1.0,953.0,4.4,735.0,54.0,999.0,74.0,1396.0,898.0,18.1
1133,2004-04-28,2020-06-11 02:00:00,0.6,892.0,2.8,639.0,41.0,1139.0,64.0,1359.0,803.0,16.5
1134,2004-04-28,2020-06-11 03:00:00,0.6,895.0,2.7,632.0,242.18929,1167.0,112.145134,1347.0,684.0,14.2
1135,2004-04-28,2020-06-11 04:00:00,2.1297114,859.0,2.2,602.0,24.0,1209.0,40.0,1321.0,644.0,14.7
1136,2004-04-28,2020-06-11 05:00:00,0.5,856.0,2.5,619.0,29.0,1191.0,39.0,1345.0,677.0,16.3
1137,2004-04-28,2020-06-11 06:00:00,1.1,1030.0,7.5,880.0,76.0,892.0,69.0,1539.0,996.0,13.9
1138,2004-04-28,2020-06-11 07:00:00,5.5,1689.0,30.4,1560.0,321.0,529.0,104.0,2396.0,1736.0,15.0
1139,2004-04-28,2020-06-11 08:00:00,4.2,1486.0,22.0,1351.0,274.0,571.0,100.0,2112.0,1692.0,16.1
1140,2004-04-28,2020-06-11 09:00:00,4.6,1592.0,24.7,1423.0,322.0,577.0,146.0,2155.0,2108.0,19.3
1141,2004-04-28,2020-06-11 10:00:00,3.4,1469.0,18.4,1252.0,255.0,692.0,155.0,1903.0,1807.0,24.2
1142,2004-04-28,2020-06-11 11:00:00,2.8,1364.0,16.8,1205.0,196.0,723.0,139.0,1850.0,1566.0,26.7
1143,2004-04-28,2020-06-11 12:00:00,2.5,1285.0,14.2,1123.0,136.0,755.0,121.0,1741.0,1293.0,27.4
1144,2004-04-28,2020-06-11 13:00:00,2.4,1311.0,15.7,1170.0,119.0,748.0,108.0,1787.0,1219.0,28.1
1145,2004-04-28,2020-06-11 14:00:00,3.2,1416.0,21.9,1348.0,169.0,684.0,126.0,1969.0,1330.0,27.7
1146,2004-04-28,2020-06-11 15:00:00,3.5,1387.0,20.8,1318.0,197.0,701.0,145.0,1890.0,1299.0,28.4
1147,2004-04-28,2020-06-11 16:00:00,2.9,1329.0,16.2,1185.0,140.0,768.0,121.0,1750.0,1111.0,28.4
1148,2004-04-28,2020-06-11 17:00:00,3.6,1496.0,19.8,1292.0,178.0,680.0,145.0,1878.0,1300.0,27.3
1149,2004-04-28,2020-06-11 18:00:00,4.8,1676.0,28.9,1525.0,223.0,567.0,160.0,2226.0,1653.0,24.3
1150,2004-04-28,2020-06-11 19:00:00,5.4,1724.0,28.3,1510.0,222.0,562.0,155.0,2252.0,1716.0,23.1
1151,2004-04-28,2020-06-11 20:00:00,5.3,1642.0,24.9,1426.0,265.0,597.0,162.0,2117.0,1720.0,21.8
1152,2004-04-28,2020-06-11 21:00:00,2.7,1267.0,13.1,1088.0,151.0,764.0,129.0,1740.0,1339.0,19.8
1153,2004-04-28,2020-06-11 22:00:00,1.4,1146.0,8.6,923.0,79.0,845.0,96.0,1575.0,1166.0,19.6
1154,2004-04-28,2020-06-11 23:00:00,1.6,1216.0,9.5,960.0,87.0,788.0,92.0,1662.0,1256.0,17.9
1155,2004-04-29,2020-06-11 00:00:00,1.5,1128.0,7.8,891.0,88.0,838.0,89.0,1574.0,1125.0,17.4
1156,2004-04-29,2020-06-11 01:00:00,1.0,1042.0,5.2,772.0,51.0,923.0,61.0,1495.0,968.0,16.8
1157,2004-04-29,2020-06-11 02:00:00,0.6,926.0,2.8,639.0,34.0,1115.0,54.0,1409.0,814.0,15.9
1158,2004-04-29,2020-06-11 03:00:00,0.4,898.0,2.3,608.0,242.18929,1154.0,112.145134,1386.0,743.0,15.6
1159,2004-04-29,2020-06-11 04:00:00,2.1297114,889.0,2.5,617.0,31.0,1168.0,44.0,1382.0,758.0,14.6
1160,2004-04-29,2020-06-11 05:00:00,0.8,959.0,4.4,734.0,76.0,1038.0,57.0,1470.0,861.0,13.3
1161,2004-04-29,2020-06-11 06:00:00,1.5,1097.0,9.4,956.0,139.0,827.0,68.0,1620.0,1047.0,12.9
1162,2004-04-29,2020-06-11 07:00:00,4.9,1674.0,29.8,1547.0,293.0,539.0,95.0,2405.0,1665.0,14.8
1163,2004-04-29,2020-06-11 08:00:00,7.2,1771.0,36.2,1690.0,368.0,461.0,125.0,2572.0,1982.0,16.1
1164,2004-04-29,2020-06-11 09:00:00,3.5,1408.0,18.0,1241.0,250.0,648.0,135.0,1886.0,1711.0,18.6
1165,2004-04-29,2020-06-11 10:00:00,2.1,1156.0,10.9,1009.0,145.0,875.0,118.0,1583.0,1204.0,23.8
1166,2004-04-29,2020-06-11 11:00:00,1.5,1042.0,9.0,941.0,110.0,971.0,91.0,1491.0,871.0,25.4
1167,2004-04-29,2020-06-11 12:00:00,2.0,1167.0,14.4,1128.0,104.0,829.0,89.0,1716.0,1040.0,25.6
1168,2004-04-29,2020-06-11 13:00:00,3.8,1398.0,22.3,1360.0,205.0,656.0,129.0,2037.0,1439.0,24.9
1169,2004-04-29,2020-06-11 14:00:00,3.4,1458.0,20.9,1321.0,201.0,654.0,122.0,2023.0,1516.0,22.4
1170,2004-04-29,2020-06-11 15:00:00,4.4,1554.0,23.1,1379.0,266.0,614.0,138.0,2151.0,1693.0,21.7
1171,2004-04-29,2020-06-11 16:00:00,3.9,1495.0,21.2,1331.0,246.0,615.0,136.0,2069.0,1635.0,21.4
1172,2004-04-29,2020-06-11 17:00:00,4.9,1560.0,24.8,1424.0,247.0,579.0,143.0,2176.0,1688.0,20.8
1173,2004-04-29,2020-06-11 18:00:00,5.4,1664.0,28.6,1519.0,271.0,553.0,145.0,2312.0,1820.0,20.2
1174,2004-04-29,2020-06-11 19:00:00,6.5,1761.0,32.6,1610.0,332.0,502.0,146.0,2488.0,2006.0,20.2
1175,2004-04-29,2020-06-11 20:00:00,4.3,1524.0,19.2,1275.0,245.0,608.0,122.0,2046.0,1740.0,18.6
1176,2004-04-29,2020-06-11 21:00:00,2.9,1398.0,16.3,1189.0,180.0,646.0,112.0,1931.0,1577.0,18.2
1177,2004-04-29,2020-06-11 22:00:00,2.7,1342.0,13.7,1106.0,156.0,694.0,102.0,1856.0,1443.0,17.8
1178,2004-04-29,2020-06-11 23:00:00,2.8,1433.0,13.6,1104.0,172.0,681.0,97.0,1876.0,1411.0,17.0
1179,2004-04-30,2020-06-11 00:00:00,2.3,1297.0,11.1,1019.0,137.0,733.0,85.0,1823.0,1217.0,16.2
1180,2004-04-30,2020-06-11 01:00:00,1.7,1179.0,7.6,884.0,91.0,830.0,76.0,1696.0,1086.0,15.7
1181,2004-04-30,2020-06-11 02:00:00,1.2,1097.0,5.9,809.0,80.0,897.0,74.0,1628.0,1050.0,15.7
1182,2004-04-30,2020-06-11 03:00:00,1.0,1054.0,5.0,761.0,242.18929,963.0,112.145134,1598.0,965.0,15.7
1183,2004-04-30,2020-06-11 04:00:00,2.1297114,1017.0,4.0,711.0,46.0,1009.0,56.0,1554.0,906.0,15.4
1184,2004-04-30,2020-06-11 05:00:00,0.8,1005.0,4.5,738.0,68.0,1005.0,66.0,1563.0,917.0,15.7
1185,2004-04-30,2020-06-11 06:00:00,1.7,1206.0,9.3,949.0,162.0,818.0,90.0,1771.0,1116.0,15.9
1186,2004-04-30,2020-06-11 07:00:00,3.0,1458.0,18.3,1249.0,213.0,662.0,111.0,2033.0,1380.0,16.6
1187,2004-04-30,2020-06-11 08:00:00,3.4,1405.0,19.9,1295.0,161.0,638.0,103.0,2065.0,1378.0,18.7
1188,2004-04-30,2020-06-11 09:00:00,3.3,1381.0,16.6,1199.0,209.0,685.0,117.0,1970.0,1365.0,17.6
1189,2004-04-30,2020-06-11 10:00:00,2.7,1315.0,12.6,1072.0,191.0,736.0,116.0,1833.0,1273.0,16.3
1190,2004-04-30,2020-06-11 11:00:00,2.6,1332.0,12.9,1082.0,215.0,707.0,109.0,1889.0,1242.0,16.0
1191,2004-04-30,2020-06-11 12:00:00,3.2,1362.0,14.9,1145.0,212.0,673.0,116.0,1973.0,1294.0,17.3
1192,2004-04-30,2020-06-11 13:00:00,3.4,1399.0,17.4,1222.0,202.0,643.0,115.0,2061.0,1413.0,19.4
1193,2004-04-30,2020-06-11 14:00:00,2.6,1310.0,15.4,1160.0,153.0,695.0,94.0,1939.0,1224.0,21.4
1194,2004-04-30,2020-06-11 15:00:00,3.4,1399.0,16.7,1201.0,185.0,699.0,121.0,1971.0,1318.0,22.7
1195,2004-04-30,2020-06-11 16:00:00,4.0,1524.0,18.0,1239.0,210.0,644.0,114.0,2139.0,1404.0,20.9
1196,2004-04-30,2020-06-11 17:00:00,4.5,1487.0,19.2,1274.0,215.0,641.0,110.0,2133.0,1471.0,21.0
1197,2004-04-30,2020-06-11 18:00:00,4.2,1480.0,21.0,1324.0,215.0,622.0,122.0,2162.0,1623.0,20.8
1198,2004-04-30,2020-06-11 19:00:00,5.7,1626.0,26.9,1476.0,281.0,555.0,135.0,2356.0,1786.0,19.8
1199,2004-04-30,2020-06-11 20:00:00,4.4,1449.0,19.5,1282.0,254.0,625.0,133.0,2100.0,1569.0,19.1
1200,2004-04-30,2020-06-11 21:00:00,3.1,1363.0,15.1,1152.0,189.0,684.0,110.0,1951.0,1495.0,18.2
1201,2004-04-30,2020-06-11 22:00:00,3.0,1371.0,14.6,1136.0,174.0,689.0,102.0,1927.0,1471.0,18.1
1202,2004-04-30,2020-06-11 23:00:00,3.1,1406.0,13.7,1107.0,167.0,718.0,108.0,1872.0,1384.0,17.7
1203,2004-05-01,2020-06-11 00:00:00,3.5,1425.0,15.2,1155.0,185.0,709.0,110.0,1936.0,1789.0,17.8
1204,2004-05-01,2020-06-11 01:00:00,2.4,1179.0,9.3,951.0,129.0,826.0,84.0,1724.0,1323.0,17.3
1205,2004-05-01,2020-06-11 02:00:00,1.6,1047.0,6.5,833.0,85.0,939.0,71.0,1647.0,1081.0,16.5
1206,2004-05-01,2020-06-11 03:00:00,1.3,1009.0,6.3,825.0,242.18929,950.0,112.145134,1629.0,938.0,15.7
1207,2004-05-01,2020-06-11 04:00:00,2.1297114,882.0,3.5,685.0,35.0,1134.0,42.0,1492.0,673.0,16.2
1208,2004-05-01,2020-06-11 05:00:00,0.6,858.0,2.6,624.0,24.0,1205.0,32.0,1434.0,543.0,16.7
1209,2004-05-01,2020-06-11 06:00:00,0.7,875.0,3.1,659.0,30.0,1180.0,35.0,1452.0,561.0,16.7
1210,2004-05-01,2020-06-11 07:00:00,1.2,1012.0,6.5,833.0,75.0,916.0,67.0,1632.0,862.0,16.9
1211,2004-05-01,2020-06-11 08:00:00,1.5,1049.0,6.5,836.0,79.0,926.0,73.0,1615.0,901.0,17.7
1212,2004-05-01,2020-06-11 09:00:00,1.8,1131.0,8.8,932.0,104.0,854.0,86.0,1693.0,1048.0,19.4
1213,2004-05-01,2020-06-11 10:00:00,2.1,1120.0,8.8,931.0,118.0,886.0,89.0,1652.0,971.0,21.6
1214,2004-05-01,2020-06-11 11:00:00,1.9,1117.0,9.2,946.0,105.0,909.0,86.0,1657.0,915.0,24.6
1215,2004-05-01,2020-06-11 12:00:00,2.0,1110.0,9.2,948.0,101.0,901.0,86.0,1632.0,891.0,26.0
1216,2004-05-01,2020-06-11 13:00:00,1.3,962.0,6.1,816.0,65.0,1044.0,66.0,1489.0,628.0,25.6
1217,2004-05-01,2020-06-11 14:00:00,1.3,963.0,6.5,835.0,59.0,1029.0,68.0,1495.0,556.0,24.8
1218,2004-05-01,2020-06-11 15:00:00,1.8,1050.0,9.2,948.0,80.0,928.0,82.0,1584.0,652.0,26.1
1219,2004-05-01,2020-06-11 16:00:00,2.0,1053.0,8.3,911.0,98.0,949.0,91.0,1603.0,683.0,25.5
1220,2004-05-01,2020-06-11 17:00:00,1.8,1045.0,8.3,910.0,89.0,948.0,95.0,1598.0,624.0,23.7
1221,2004-05-01,2020-06-11 18:00:00,2.4,1124.0,11.0,1013.0,114.0,849.0,104.0,1676.0,733.0,22.3
1222,2004-05-01,2020-06-11 19:00:00,4.0,1330.0,14.7,1140.0,195.0,759.0,131.0,1780.0,1062.0,20.7
1223,2004-05-01,2020-06-11 20:00:00,2.8,1171.0,10.8,1006.0,156.0,835.0,112.0,1674.0,988.0,19.0
1224,2004-05-01,2020-06-11 21:00:00,2.0,1085.0,9.4,954.0,109.0,866.0,100.0,1656.0,871.0,17.8
1225,2004-05-01,2020-06-11 22:00:00,3.6,1358.0,14.8,1144.0,184.0,727.0,115.0,1851.0,1243.0,17.4
1226,2004-05-01,2020-06-11 23:00:00,3.7,1385.0,13.3,1094.0,190.0,765.0,129.0,1769.0,1175.0,17.6
1227,2004-05-02,2020-06-11 00:00:00,2.3,1167.0,8.4,914.0,105.0,876.0,99.0,1599.0,1126.0,17.2
1228,2004-05-02,2020-06-11 01:00:00,1.8,1072.0,7.9,894.0,76.0,893.0,74.0,1646.0,1118.0,17.1
1229,2004-05-02,2020-06-11 02:00:00,0.9,938.0,5.5,789.0,38.0,989.0,55.0,1536.0,864.0,16.4
1230,2004-05-02,2020-06-11 03:00:00,1.6,1000.0,6.6,838.0,242.18929,910.0,112.145134,1580.0,942.0,14.8
1231,2004-05-02,2020-06-11 04:00:00,2.1297114,854.0,3.3,670.0,26.0,1141.0,35.0,1460.0,684.0,14.8
1232,2004-05-02,2020-06-11 05:00:00,0.6,815.0,2.6,628.0,33.0,1212.0,37.0,1426.0,689.0,14.7
1233,2004-05-02,2020-06-11 06:00:00,0.7,866.0,3.6,689.0,57.0,1138.0,45.0,1456.0,767.0,13.1
1234,2004-05-02,2020-06-11 07:00:00,0.8,911.0,4.8,751.0,48.0,1036.0,46.0,1518.0,817.0,14.3
1235,2004-05-02,2020-06-11 08:00:00,1.2,988.0,5.9,806.0,87.0,951.0,68.0,1568.0,940.0,16.0
1236,2004-05-02,2020-06-11 09:00:00,1.4,1046.0,6.9,851.0,94.0,920.0,77.0,1595.0,908.0,17.7
1237,2004-05-02,2020-06-11 10:00:00,1.6,1085.0,8.5,918.0,89.0,890.0,79.0,1639.0,871.0,21.3
1238,2004-05-02,2020-06-11 11:00:00,1.3,1008.0,6.1,816.0,78.0,1015.0,72.0,1531.0,689.0,23.6
1239,2004-05-02,2020-06-11 12:00:00,1.3,1004.0,6.2,821.0,72.0,1031.0,68.0,1510.0,629.0,24.3
1240,2004-05-02,2020-06-11 13:00:00,1.1,948.0,4.8,754.0,64.0,1086.0,64.0,1436.0,602.0,24.4
1241,2004-05-02,2020-06-11 14:00:00,1.2,1026.0,6.8,847.0,70.0,1010.0,73.0,1519.0,617.0,24.6
1242,2004-05-02,2020-06-11 15:00:00,1.5,1047.0,7.0,859.0,92.0,948.0,84.0,1538.0,677.0,23.9
1243,2004-05-02,2020-06-11 16:00:00,1.1,1018.0,5.5,790.0,69.0,1047.0,67.0,1443.0,580.0,25.9
1244,2004-05-02,2020-06-11 17:00:00,1.9,1160.0,9.5,957.0,131.0,884.0,106.0,1637.0,861.0,24.5
1245,2004-05-02,2020-06-11 18:00:00,2.3,1269.0,11.9,1047.0,144.0,809.0,114.0,1721.0,1080.0,22.6
1246,2004-05-02,2020-06-11 19:00:00,3.3,1394.0,13.8,1111.0,209.0,736.0,123.0,1853.0,1288.0,21.2
1247,2004-05-02,2020-06-11 20:00:00,2.6,1292.0,10.7,1003.0,170.0,789.0,108.0,1753.0,1163.0,19.9
1248,2004-05-02,2020-06-11 21:00:00,2.2,1212.0,9.7,966.0,152.0,840.0,100.0,1691.0,1043.0,19.4
1249,2004-05-02,2020-06-11 22:00:00,2.3,1137.0,10.2,985.0,171.0,858.0,118.0,1607.0,1045.0,19.4
1250,2004-05-02,2020-06-11 23:00:00,2.0,1080.0,8.3,910.0,153.0,923.0,121.0,1548.0,929.0,19.1
1251,2004-05-03,2020-06-11 00:00:00,1.6,1031.0,7.1,861.0,97.0,903.0,94.0,1534.0,825.0,18.0
1252,2004-05-03,2020-06-11 01:00:00,0.8,917.0,3.0,654.0,37.0,1169.0,52.0,1414.0,545.0,17.6
1253,2004-05-03,2020-06-11 02:00:00,0.6,888.0,2.2,598.0,26.0,1228.0,39.0,1397.0,500.0,16.4
1254,2004-05-03,2020-06-11 03:00:00,0.4,872.0,1.7,564.0,242.18929,1284.0,112.145134,1385.0,494.0,15.6
1255,2004-05-03,2020-06-11 04:00:00,2.1297114,876.0,1.5,547.0,25.0,1256.0,33.0,1351.0,505.0,16.0
1256,2004-05-03,2020-06-11 05:00:00,0.7,964.0,3.7,697.0,61.0,1067.0,57.0,1516.0,717.0,15.8
1257,2004-05-03,2020-06-11 06:00:00,1.3,1147.0,8.2,906.0,152.0,815.0,80.0,1687.0,1126.0,16.0
1258,2004-05-03,2020-06-11 07:00:00,3.4,1493.0,21.1,1328.0,283.0,577.0,101.0,2193.0,1597.0,16.8
1259,2004-05-03,2020-06-11 08:00:00,4.7,1597.0,26.5,1466.0,320.0,518.0,109.0,2400.0,1687.0,16.9
1260,2004-05-03,2020-06-11 09:00:00,3.4,1483.0,17.4,1222.0,318.0,597.0,109.0,2054.0,1529.0,17.4
1261,2004-05-03,2020-06-11 10:00:00,2.5,1222.0,12.9,1080.0,201.0,742.0,111.0,1755.0,1366.0,21.4
1262,2004-05-03,2020-06-11 11:00:00,2.0,1060.0,10.9,1010.0,135.0,858.0,102.0,1623.0,1074.0,23.9
1263,2004-05-03,2020-06-11 12:00:00,1.9,1048.0,11.0,1013.0,127.0,886.0,96.0,1584.0,940.0,26.8
1264,2004-05-03,2020-06-11 13:00:00,1.7,1051.0,10.8,1008.0,102.0,911.0,90.0,1561.0,921.0,28.4
1265,2004-05-03,2020-06-11 14:00:00,1.4,998.0,10.0,977.0,74.0,947.0,69.0,1496.0,695.0,30.3
1266,2004-05-03,2020-06-11 15:00:00,1.5,1058.0,11.2,1023.0,81.0,896.0,74.0,1580.0,795.0,30.9
1267,2004-05-03,2020-06-11 16:00:00,2.4,1203.0,16.8,1204.0,129.0,790.0,102.0,1744.0,1079.0,30.2
1268,2004-05-03,2020-06-11 17:00:00,3.9,1491.0,23.6,1392.0,190.0,630.0,128.0,2149.0,1473.0,26.4
1269,2004-05-03,2020-06-11 18:00:00,4.2,1467.0,23.3,1385.0,192.0,623.0,130.0,2084.0,1493.0,24.9
1270,2004-05-03,2020-06-11 19:00:00,3.7,1407.0,19.4,1279.0,163.0,660.0,120.0,2009.0,1308.0,23.5
1271,2004-05-03,2020-06-11 20:00:00,3.2,1324.0,13.1,1086.0,149.0,692.0,113.0,1903.0,1189.0,19.3
1272,2004-05-03,2020-06-11 21:00:00,2.0,1214.0,9.8,970.0,119.0,777.0,100.0,1771.0,1076.0,18.7
1273,2004-05-03,2020-06-11 22:00:00,1.1,1016.0,5.3,780.0,61.0,967.0,70.0,1566.0,806.0,19.5
1274,2004-05-03,2020-06-11 23:00:00,1.5,1135.0,6.7,842.0,84.0,872.0,83.0,1653.0,973.0,18.9
1275,2004-05-04,2020-06-11 00:00:00,1.3,1065.0,5.5,789.0,79.0,936.0,81.0,1620.0,929.0,18.4
1276,2004-05-04,2020-06-11 01:00:00,1.0,999.0,3.7,692.0,58.0,1038.0,69.0,1588.0,778.0,16.4
1277,2004-05-04,2020-06-11 02:00:00,0.6,911.0,2.2,599.0,32.0,1189.0,48.0,1517.0,633.0,16.1
1278,2004-05-04,2020-06-11 03:00:00,0.4,873.0,1.5,545.0,242.18929,1308.0,112.145134,1471.0,497.0,15.6
1279,2004-05-04,2020-06-11 04:00:00,2.1297114,881.0,1.5,546.0,21.0,1335.0,28.0,1465.0,458.0,15.6
1280,2004-05-04,2020-06-11 05:00:00,0.6,967.0,2.9,646.0,49.0,1117.0,47.0,1552.0,579.0,15.7
1281,2004-05-04,2020-06-11 06:00:00,1.9,1280.0,9.9,976.0,180.0,780.0,88.0,1912.0,1003.0,16.0
1282,2004-05-04,2020-06-11 07:00:00,4.5,1564.0,23.0,1379.0,302.0,552.0,109.0,2306.0,1393.0,16.6
1283,2004-05-04,2020-06-11 08:00:00,4.3,1505.0,22.3,1358.0,258.0,556.0,113.0,2248.0,1406.0,16.1
1284,2004-05-04,2020-06-11 09:00:00,3.2,1309.0,16.2,1186.0,192.0,649.0,104.0,1973.0,1308.0,17.7
1285,2004-05-04,2020-06-11 10:00:00,1.3,1035.0,7.9,895.0,84.0,898.0,65.0,1657.0,863.0,20.3
1286,2004-05-04,2020-06-11 11:00:00,2.2,1148.0,12.4,1062.0,128.0,753.0,87.0,1825.0,1004.0,21.2
1287,2004-05-04,2020-06-11 12:00:00,2.6,1152.0,13.6,1104.0,145.0,725.0,99.0,1860.0,1023.0,21.5
1288,2004-05-04,2020-06-11 13:00:00,2.3,1131.0,12.3,1059.0,132.0,772.0,100.0,1784.0,978.0,21.4
1289,2004-05-04,2020-06-11 14:00:00,2.4,1142.0,12.1,1053.0,136.0,753.0,105.0,1814.0,979.0,20.4
1290,2004-05-04,2020-06-11 15:00:00,2.6,1197.0,12.9,1082.0,140.0,753.0,97.0,1851.0,971.0,19.9
1291,2004-05-04,2020-06-11 16:00:00,1.2,960.0,6.3,828.0,55.0,971.0,54.0,1565.0,617.0,19.9
1292,2004-05-04,2020-06-11 17:00:00,1.6,1077.0,10.6,1001.0,67.0,836.0,59.0,1764.0,717.0,19.5
1293,2004-05-04,2020-06-11 18:00:00,3.9,1377.0,20.6,1313.0,191.0,612.0,109.0,2120.0,1220.0,18.3
1294,2004-05-04,2020-06-11 19:00:00,4.7,1405.0,22.1,1353.0,227.0,602.0,125.0,2185.0,1296.0,17.2
1295,2004-05-04,2020-06-11 20:00:00,5.4,1484.0,20.8,1319.0,264.0,591.0,132.0,2166.0,1413.0,16.1
1296,2004-05-04,2020-06-11 21:00:00,3.0,1187.0,11.8,1042.0,196.0,766.0,110.0,1840.0,1093.0,16.6
1297,2004-05-04,2020-06-11 22:00:00,0.9,870.0,4.3,729.0,43.0,1096.0,53.0,1475.0,586.0,18.5
1298,2004-05-04,2020-06-11 23:00:00,1.1,932.0,5.0,765.0,58.0,1054.0,61.0,1543.0,575.0,17.3
1299,2004-05-05,2020-06-11 00:00:00,0.7,830.0,2.3,608.0,33.0,1282.0,41.0,1370.0,441.0,18.6
1300,2004-05-05,2020-06-11 01:00:00,0.5,778.0,1.4,534.0,14.0,1480.0,22.0,1294.0,358.0,19.0
1301,2004-05-05,2020-06-11 02:00:00,0.5,820.0,1.5,541.0,18.0,1450.0,28.0,1360.0,377.0,15.7
1302,2004-05-05,2020-06-11 03:00:00,0.5,842.0,1.8,565.0,242.18929,1327.0,112.145134,1399.0,437.0,15.5
1303,2004-05-05,2020-06-11 04:00:00,2.1297114,867.0,2.1,589.0,28.0,1267.0,41.0,1439.0,468.0,14.7
1304,2004-05-05,2020-06-11 05:00:00,0.8,927.0,3.5,682.0,56.0,1109.0,54.0,1526.0,580.0,14.6
1305,2004-05-05,2020-06-11 06:00:00,1.3,1060.0,6.9,851.0,108.0,912.0,81.0,1673.0,805.0,14.5
1306,2004-05-05,2020-06-11 07:00:00,3.5,1440.0,19.1,1271.0,251.0,630.0,107.0,2163.0,1273.0,15.1
